Client facturé - Numéro du client,Client facturé - Nom,Client facturé - Adresse 1,Client facturé - Ville,Client facturé - Code postal,Client facturé - Téléphone,Client livré à - Numéro du client,Client livré à - Nom,Client livré à - Adresse 1,Client livré à - Ville,Client livré à - Code postal,Client livré à - Téléphone,Numéro de taxe fédérale,Numéro de taxe provinciale,Numéro du vendeur,Mode de transport,Remarque,Sous-total sans taxe,Taxe fédérale,Taxe provinciale,Sous-total avec taxe ajoutée,Solde de la facture,Total à payer (avec taxes et escompte),Sous-total avec escompte,Numéro de la facture,Date de la facture,Note de crédit (T/F),Montant total d'escompte,Numéro de commande,Numéro de commande client,Montant fixe d'escompte général,Pourcentage d'escompte général,Niveau de taxe provinciale,Taux 1 de taxe provinciale,Numéro de G/L taxe provinciale taux 1,Montant d'encaissement comptant,Date d'encaissement comptant,Montant d'encaissement par carte,Date d'encaissement par carte,Nom de la carte de crédit,Numéro de carte,Date d'expiration de la carte,Numéro d'autorisation de la carte,Montant d'encaissement autre,Date d'encaissement autre,Mode de paiement autre,Détails supplémentaires enc. autre,Taux 1 de taxe fédérale,Taux 2 de taxe fédérale,Montant d'encaissement crédit flottant,Date d'encaissement crédit flottant,Montant de taxe fédérale incluse,Montant de taxe provinciale incluse,Facture imprimée (T/F),Taxe fédérale avant provinciale (O/N),Taxe fédérale après provinciale (O/N),Taxe provinciale après escompte (O/N),Montant fixe de taxe fédérale,Numéro de G/L taxe provinciale taux 2,Taux 2 de taxe provinciale,Montant de taxe provinciale taux 2,Montant de taxe provinciale incluse taux 2,Pourcentage de retenue,Taxe provinciale sur retenues taux 1,Taxe provinciale sur retenues taux 2,Taxe fédérale sur retenues,Numéro de projet,Montant de retenue sans taxe,Montant total de la retenue,Code d'identification,Montant de transport,Numéro de G/L transport,Date de vente ou d'échéance,Code de taxe prov. pour transport (0-2),Code de taxe féd. pour transport (0-3),Taxe prov. incluse pour transport (T/F),Taxe féd. incluse pour transport (T/F),Remboursement taxe fédérale,Remboursement taxe provinciale niveau 1,Remboursement taxe provinciale niveau 2,Montant de dépôt,Station,No du cpte ouvert original,Conditions de paiement,Devise étrangère,Numéro de référence EDI,Encaissements par DPA (T/F),Montant encaissé par DPA,Client facturé - Adresse 2,Client facturé - Code de province,Client facturé - Code de pays,Client livré à - Adresse 2,Client livré à - Code de province,Client livré à - Code de pays,Description autres frais,Numéro de grand livre autres frais,Pourcentage autres frais,Code taxe provinciale,Code taxe fédérale,Taxe incluse provinciale,Taxe incluse fédérale,Montant autres frais,Client facturé - Description autre province,Client livré à - Description autre province,Montant d'encaissement par chèque,Montant d'encaissement par carte de débit,Numéro de chèque du client,Date d'encaissement par chèque,Date d'encaissement par carte de débit,Montant de l'arrondissement,Usage interne,Usage interne,Usage interne,FFDEJA,FFGL1,FFGL2,FFGL3,FFGL4,FFDEBGL,FFCHQGL,HASDOC,FFACTID,HASCOLI,CRYPTED
COMM-SCOL.,COMMISSION SCOLAIRE DE L'ENERGIE,"2072, rue Gignac",Shawinigan (Québec),G9N 6V7,,,M E M E,,,,,,,,,,24963.17,1248.16,2490.08,28701.41,25831.26,28701.41,24963.17,003730,2019/06/30,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,249.01,0.00,124.82,0000019006,2496.32,2870.15,,0.00,31900,2019/06/30,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GESTION-CL,GESTION CLAUDE BARIL,"1500, rue Trudel",Shawinigan,G9N 0A2,819-247-1309,,M E M E,,,,,,,,,,178801.32,8940.07,17835.43,205576.82,205576.82,205576.82,178801.32,003738,2019/07/01,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019019,0.00,0.00,,0.00,31900,2019/07/01,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00351,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,203.69,10.18,20.32,234.19,234.19,234.19,203.69,003723,2019/07/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/07/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00333,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,970.78,48.54,96.84,1116.16,1116.16,1116.16,970.78,003725,2019/07/08,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/07/08,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00336,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,93209.70,4660.49,9297.67,107167.86,107167.86,107167.86,93209.70,003731,2019/07/11,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/07/11,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00350,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,5169.41,258.47,515.65,5943.53,5943.53,5943.53,5169.41,003732,2019/07/11,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/07/11,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00332,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,1594.45,79.72,159.05,1833.22,1833.22,1833.22,1594.45,003733,2019/07/11,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/07/11,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00334,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,2862.90,143.15,285.57,3291.62,3291.62,3291.62,2862.90,003734,2019/07/11,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/07/11,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00335,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
C-S-CH-ROY,COMM. SCOLAIRE CHEMIN DU ROY,"1515, rue Ste-Marguerite",Trois-Rivières,G8Z 1W2,819-379-6565,,M E M E,,,,,,,,,,21178.80,1058.94,2112.59,24350.33,21915.30,24350.33,21178.80,003735,2019/07/11,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,211.26,0.00,105.89,0000019023,2117.88,2435.03,,0.00,31900,2019/07/11,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
UNIVER-T-R,UNIVERSITÉ DU QUÉBEC À TROIS-RIVIÈRES,C.P. 500,Trois-Rivières,G9A 5H7,819-376-5011,,M E M E,,,,,,,,,,17114.26,855.71,1707.15,19677.12,17709.40,19677.12,17114.26,003736,2019/07/17,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,170.72,0.00,85.57,0000019026,1711.43,1967.72,,0.00,31900,2019/07/17,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
9149-7818-,9149-7818 QUÉBEC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,152629.00,7631.45,15224.74,175485.19,175485.19,175485.19,152629.00,003737,2019/07/18,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019021,0.00,0.00,,0.00,31900,2019/07/18,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GA-AUTOMOB,GA AUTOMOBILE,"9682, boul. des Hêtres",Shawinigan,G9N 4Y3,,,M E M E,,,,,,,,,,2250.00,112.50,224.44,2586.94,2586.94,2586.94,2250.00,003739,2019/07/19,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019024,0.00,0.00,,0.00,31900,2019/07/19,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
VILLE-ST-T,VILLE DE ST-TITE,"540, rue Notre-Dame",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,405621.70,20281.09,40460.76,466363.55,419727.19,466363.55,405621.70,003740,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,4046.08,0.00,2028.11,0000019008,40562.17,46636.36,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
COMM-SCOL.,COMMISSION SCOLAIRE DE L'ENERGIE,"2072, rue Gignac",Shawinigan (Québec),G9N 6V7,,,M E M E,,,,,,,,,,34308.33,1715.42,3422.26,39446.01,35501.41,39446.01,34308.33,003741,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,342.23,0.00,171.54,0000019006,3430.83,3944.60,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
VILLAGE-KA,VILLAGE KAPI-BOUSKA,"661, rue Notre-Dame",St-Tite-,G0X 3H0,,,M E M E,,,,,,,,,,3600.00,180.00,359.10,4139.10,4139.10,4139.10,3600.00,003742,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019020,0.00,0.00,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
A-LA-FUT--,BRASSERIE A LA FUT,"670, rue Notre-Dame",St-Tite,G0X 3H0,418-365-4370,,M E M E,,,,,,,,,,7560.00,378.00,754.11,8692.11,8692.11,8692.11,7560.00,003743,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019020,0.00,0.00,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GA-AUTOMOB,GA AUTOMOBILE,"9682, boul. des Hêtres",Shawinigan,G9N 4Y3,,,M E M E,,,,,,,,,,2250.00,112.50,224.44,2586.94,2586.94,2586.94,2250.00,003744,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019024,0.00,0.00,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
D-MARCHAND,CENTRE DENTAIRE DORIS MARCHAND,"494, rue Notre-Dame",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,-264.00,-13.20,-26.33,-303.53,-303.53,-303.53,-264.00,003745,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019012,0.00,0.00,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GA-AUTOMOB,GA AUTOMOBILE,"9682, boul. des Hêtres",Shawinigan,G9N 4Y3,,,M E M E,,,,,,,,,,2250.00,112.50,224.44,2586.94,2586.94,2586.94,2250.00,003746,2019/07/31,TRUE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019024,0.00,0.00,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BNC-------,BANQUE NATIONALE,"700, de la Gauchetières Ouest, 5e étage",Montréal,H3B 3B5,,,M E M E,,,,,,,,,,122012.19,6100.61,12170.72,140283.52,126255.17,140283.52,122012.19,003749,2019/07/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,1217.07,0.00,610.06,0000019018,12201.22,14028.35,,0.00,31900,2019/07/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
C-S-CH-ROY,COMM. SCOLAIRE CHEMIN DU ROY,"1515, rue Ste-Marguerite",Trois-Rivières,G8Z 1W2,819-379-6565,,M E M E,,,,,,,,,,44461.71,2223.09,4435.06,51119.86,46007.87,51119.86,44461.71,003747,2019/08/15,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,443.51,0.00,222.31,0000019023,4446.17,5111.99,,0.00,31900,2019/08/15,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
POSTE-ST-T,POSTE CANADA ST-TITE,"571, rue Notre-Dame",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,745.12,37.26,74.33,856.71,856.71,856.71,745.12,003748,2019/08/19,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019029,0.00,0.00,,0.00,31900,2019/08/19,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GERMAIN-DA,"GERMAIN, DANY","12700, route Penney",Québec,G2A 3C6,418-801-8220,,M E M E,,,,,,,,,,500.00,25.00,49.88,574.88,574.88,574.88,500.00,003750,2019/08/22,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,,0.00,0.00,,0.00,31900,2019/08/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,4384.36,219.22,437.34,5040.92,5040.92,5040.92,4384.36,003751,2019/08/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/08/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00354,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,21138.29,1056.91,2108.54,24303.74,24303.74,24303.74,21138.29,003752,2019/08/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/08/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00352,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
KRUGER-TR-,KRUGER TROIS-RIVIERES S.E.C.,"3735, boul. Gene-H-Kruger",Trois-Rivières,G9A 6B1,,,M E M E,,,,,,,,,,78657.54,3932.88,7846.09,90436.51,90436.51,90436.51,78657.54,003753,2019/08/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019001,0.00,0.00,,0.00,31900,2019/08/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,?00346,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
C-S-CH-ROY,COMM. SCOLAIRE CHEMIN DU ROY,"1515, rue Ste-Marguerite",Trois-Rivières,G8Z 1W2,819-379-6565,,M E M E,,,,,,,,,,60188.28,3009.41,6003.78,69201.47,62281.32,69201.47,60188.28,003754,2019/08/29,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,600.38,0.00,300.94,0000019023,6018.83,6920.15,,0.00,31900,2019/08/29,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
BNC-------,BANQUE NATIONALE,"700, de la Gauchetières Ouest, 5e étage",Montréal,H3B 3B5,,,M E M E,,,,,,,,,,230381.67,11519.08,22980.57,264881.32,238393.18,264881.32,230381.67,003755,2019/08/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,2298.06,0.00,1151.91,0000019018,23038.17,26488.14,,0.00,31900,2019/08/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
A-LA-FUT--,BRASSERIE A LA FUT,"670, rue Notre-Dame",St-Tite,G0X 3H0,418-365-4370,,M E M E,,,,,,,,,,14652.00,732.60,1461.54,16846.14,16846.14,16846.14,14652.00,003765,2019/08/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000019020,0.00,0.00,,0.00,31900,2019/08/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:21.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
